timestamp,severity,checker,module,message
2025-12-01 03:28:21.017000,HIGH,error_message_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 03:28:21.017000,MEDIUM,warning_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 03:28:43.342000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.5364776499999999"",""model_name"":""una_grapada_72"",""error"":""""}"
2025-12-01 03:28:43.874000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.522738835"",""model_name"":""una_grapada_72"",""error"":""""}"
2025-12-01 03:28:56.806000,LOW,capture_finalization_checker,Engine,Event LM-ULT1-M-0000190824 finalized as event_approved
2025-12-01 03:29:01.034000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 03:29:01.034000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeReference
2025-12-01 03:29:01.036000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 03:29:01.036000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-01 03:29:01.040000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 03:29:01.040000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeReference
2025-12-01 03:29:01.043000,MEDIUM,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 03:29:01.043000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-01 03:29:01.064000,HIGH,error_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 03:29:01.064000,MEDIUM,warning_message_checker,DBConfigStorage,Warning al leer trace calc_error
2025-12-01 05:02:07.154000,LOW,capture_trigger_checker,MsmSystem,"Start code '2981737' received, requesting new capture with payload:{""IdRemito"":2981737,""FechaHora"":""2025-12-01T05:02:08.0360435-03:00"",""Especie"":197,""Largo"":""6800-7400 var"",""VolumenArbol"":0.14,""Categoria"":1,""TipoCamion"":null,""CantidadBancos"":0,""CantidadVehiculos"":0,""PesoNeto"":32.300,""PesoBruto"":47.440,""AlturaMaxima"":0.0,""Proveedor"":""no"",""IdModelo"":1,""Matricula"":""QTP2749"",""Establecimiento"":""Villarural S.A. - Next Gen SAS"",""DensidadMinima"":689.0,""DensidadMaxima"":789.0}"
2025-12-01 05:03:05.133000,MEDIUM,warning_checker,MsmSystem,"[LM-ULT1-M-0000190825] ID Manager: not vehicle ID available,"
2025-12-01 05:03:31.604000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo category"
2025-12-01 05:03:31.608000,MEDIUM,warning_checker,Main,"No se pudo insertar el valor, dejare la glosa de reemplazo bark"
2025-12-01 05:03:31.624000,MEDIUM,warning_checker,Main,No se pudo insertar el valor solidVolumeReference
2025-12-01 05:03:31.636000,MEDIUM,warning_checker,Main,No se pudo insertar el valor stereoVolumeReference
2025-12-01 05:03:31.731000,HIGH,error_message_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 05:03:31.731000,MEDIUM,warning_checker,WebserviceManager,"Error leyendo finalizacion del evento, se asume no finalizado"
2025-12-01 05:03:57.998000,HIGH,error_message_checker,CalculateMLVolume,"{""process_id"":"""",""result"":""0.5338645"",""model_name"":""una_grapada_72"",""error"":""""}"
