timestamp,severity,checker,module,message
2025-12-20 15:18:11.513000,HIGH,warning_checker,IDMan,Ignoring new ID: PSPZ87 because is equal to id to process
2025-12-20 15:19:57.655000,HIGH,error_checker,WebserviceManager,No se puede encontrar evento con truck_id -> VFRZ68
2025-12-20 15:20:03.394000,HIGH,warning_checker,IDMan,Ignoring new ID: VFRZ68 because is equal to id to process
2025-12-20 15:20:04.081000,HIGH,warning_checker,DBConfigStorage,Warning al leer trace solidVolumeOriginal
2025-12-20 15:20:04.081000,HIGH,warning_checker,DBConfigStorage,Warning al leer trace stereoVolumeOriginal
2025-12-20 15:20:16.749000,HIGH,error_checker,WebserviceManager,No se puede encontrar evento con truck_id -> VFRZ68
2025-12-20 15:20:38.601000,HIGH,error_checker,WebserviceManager,No se puede encontrar evento con truck_id -> VFRZ68
2025-12-20 15:20:56.745000,HIGH,error_checker,WebserviceManager,No se puede encontrar evento con truck_id -> VFRZ68
2025-12-20 15:21:50.411000,HIGH,warning_checker,DBConfigStorage,Warning al leer trace solidVolume
2025-12-20 15:21:50.411000,HIGH,warning_checker,DBConfigStorage,Warning al leer trace useReferenceSolidVolumeData
